id,year,month,avg_t,avg_max_t,avg_min_t,max_t,min_t,high_min_t,low_max_t,days_frost,total_p,max_p,days_light_p,days_moderate_p,days_rain_p,days_snow_p,days_hail_p,gust_dir_w,gust_speed_w,days_strong_w,days_very_strong_w,avg_speed_w,avg_daily_s,pct_s,avg_pss,max_pss,min_pss,avg_sfc_pss
1495,1985,9,21.10,26.70,15.60,32.60,12.00,20.20,18.60,0.00,10.20,10.20,1.00,1.00,1.00,0.00,0.00,90.00,41.04,0.00,0.00,10.08,7.00,56.00,990.30,996.70,984.90,1019.80
1495,1985,10,16.20,21.00,11.50,28.20,6.00,15.60,14.60,0.00,75.30,44.50,6.00,2.00,6.00,0.00,0.00,180.00,65.16,1.00,0.00,10.08,6.40,58.00,991.20,1000.60,981.40,1021.40
1495,1985,11,10.30,13.70,6.80,19.00,0.60,16.40,7.00,0.00,372.00,101.60,16.00,6.00,17.00,0.00,0.00,230.00,84.96,4.00,0.00,12.96,3.90,40.00,985.80,997.00,969.20,1016.40
1495,1985,12,9.20,12.40,6.00,23.20,0.00,16.00,7.20,1.00,429.30,61.90,19.00,12.00,18.00,0.00,1.00,,81.00,9.00,0.00,,2.90,31.00,989.50,1004.10,968.30,1020.40
1495,1986,1,7.60,10.50,4.70,14.00,0.40,10.00,6.60,0.00,240.30,28.70,23.00,10.00,21.00,0.00,2.00,360.00,93.96,9.00,1.00,10.08,2.10,22.00,994.00,1009.40,969.80,1025.20
1495,1986,2,8.00,10.70,5.40,14.00,-0.40,9.60,7.80,2.00,352.60,71.40,22.00,11.00,22.00,0.00,0.00,230.00,105.12,9.00,1.00,11.88,1.80,17.00,979.40,993.20,952.70,1010.10
1495,1986,3,9.50,13.00,6.00,17.80,2.40,10.00,10.00,0.00,108.40,21.50,19.00,4.00,19.00,0.00,0.00,200.00,68.04,4.00,0.00,11.88,3.80,32.00,991.50,1004.10,966.00,1022.40
1495,1986,4,9.00,12.90,5.00,20.00,0.20,8.40,8.60,0.00,151.00,29.20,17.00,4.00,15.00,0.00,2.00,270.00,65.88,5.00,0.00,15.12,5.40,40.00,984.70,996.60,973.40,1015.50
1495,1986,5,13.80,17.90,9.70,24.40,4.40,13.20,12.00,0.00,111.80,28.00,12.00,5.00,12.00,0.00,0.00,340.00,56.16,1.00,0.00,15.84,7.70,52.00,989.80,997.90,976.90,1020.20
1495,1986,6,17.00,21.80,12.20,32.60,10.00,15.40,15.40,0.00,45.40,19.90,8.00,1.00,1.00,0.00,0.00,150.00,69.84,1.00,0.00,18.00,9.90,65.00,988.50,995.40,981.50,1018.40
1495,1986,7,20.60,26.00,15.20,32.60,12.60,19.20,19.60,0.00,4.20,2.30,4.00,0.00,2.00,0.00,0.00,360.00,51.84,0.00,0.00,14.04,10.70,72.00,989.70,993.90,983.10,1019.30
1495,1986,8,17.50,21.80,13.20,25.60,9.60,17.00,18.60,0.00,64.70,22.50,11.00,2.00,11.00,0.00,0.00,290.00,42.12,0.00,0.00,12.96,7.80,56.00,989.30,995.50,980.70,1019.10
1495,1986,9,18.50,22.10,14.80,26.60,10.80,18.00,17.60,0.00,231.70,58.50,12.00,5.00,12.00,0.00,0.00,150.00,52.92,0.00,0.00,11.16,4.90,40.00,989.70,998.90,975.90,1019.50
1495,1986,10,16.20,20.10,12.30,26.60,7.40,16.40,15.60,0.00,84.50,23.60,12.00,3.00,12.00,0.00,0.00,200.00,57.96,2.00,0.00,7.92,5.30,48.00,991.90,1001.90,984.30,1022.10
1495,1986,11,10.90,14.40,7.50,18.60,3.20,11.00,9.80,0.00,213.10,61.20,12.00,6.00,12.00,0.00,0.00,120.00,61.92,2.00,0.00,11.16,4.10,42.00,994.00,1002.60,970.40,1024.90
1495,1986,12,9.20,12.30,6.10,16.40,1.00,12.60,9.40,0.00,157.60,36.70,16.00,7.00,16.00,0.00,0.00,180.00,65.16,5.00,0.00,11.88,3.10,34.00,998.30,1007.30,974.90,1029.50
1495,1987,1,8.10,11.60,4.60,16.40,-4.00,12.00,0.40,3.00,145.50,27.90,14.00,6.00,12.00,2.00,0.00,340.00,60.12,2.00,0.00,10.08,4.00,42.00,987.90,1000.30,963.00,1018.90
1495,1987,2,8.90,12.30,5.40,18.40,-1.00,11.40,8.00,4.00,241.60,48.60,18.00,9.00,18.00,0.00,0.00,130.00,69.84,6.00,0.00,11.88,4.00,38.00,988.00,1002.70,957.40,1018.90
1495,1987,3,11.40,15.50,7.30,22.00,2.60,11.00,10.80,0.00,127.20,36.40,13.00,3.00,13.00,0.00,0.00,110.00,65.88,2.00,0.00,12.96,4.50,38.00,990.10,1006.30,977.10,1020.80
1495,1987,4,13.10,16.40,9.80,26.40,2.00,13.80,5.40,0.00,209.20,35.10,18.00,9.00,17.00,0.00,1.00,200.00,70.92,5.00,0.00,15.12,4.70,35.00,986.70,1000.50,959.10,1017.10
1495,1987,5,15.60,20.80,10.30,27.00,6.00,14.40,15.60,0.00,30.70,24.40,4.00,1.00,4.00,0.00,0.00,10.00,59.04,1.00,0.00,15.12,10.20,70.00,988.40,997.10,978.00,1018.50
1495,1987,6,17.00,21.20,12.80,31.40,8.00,19.00,13.40,0.00,110.30,26.50,15.00,5.00,15.00,0.00,0.00,210.00,57.96,1.00,0.00,12.96,8.20,54.00,990.70,998.90,980.10,1020.70
1495,1987,7,21.00,26.60,15.40,34.00,11.40,18.80,18.40,0.00,41.00,20.20,5.00,2.00,5.00,0.00,0.00,230.00,59.04,1.00,0.00,14.04,10.30,69.00,988.10,995.10,983.40,1017.50
1495,1987,8,20.80,25.60,15.90,35.20,11.60,20.00,19.00,0.00,34.80,21.00,9.00,1.00,9.00,0.00,0.00,360.00,51.12,0.00,0.00,11.88,8.10,58.00,987.60,994.60,983.40,1017.10
1495,1987,9,20.00,24.30,15.70,30.60,12.00,20.60,18.00,0.00,119.60,65.60,9.00,3.00,9.00,0.00,0.00,160.00,84.96,3.00,0.00,11.16,6.20,49.00,988.80,995.80,967.70,1018.40
1495,1987,10,13.10,15.90,10.30,19.00,5.00,14.40,10.60,0.00,546.20,107.20,28.00,15.00,28.00,0.00,0.00,160.00,122.04,9.00,2.00,15.12,2.60,24.00,984.20,993.00,958.70,1014.40
1495,1987,11,11.70,15.30,8.20,23.60,1.60,16.00,9.00,0.00,81.50,28.70,15.00,3.00,15.00,0.00,0.00,200.00,61.92,1.00,0.00,9.00,3.90,40.00,991.00,1003.70,972.90,1021.70
1495,1987,12,11.00,13.60,8.40,19.00,2.60,14.60,9.40,0.00,313.60,79.10,19.00,11.00,19.00,0.00,0.00,140.00,69.12,4.00,0.00,14.04,2.50,27.00,986.90,1006.30,963.00,1017.50
1495,1988,1,9.50,11.80,7.10,14.80,3.00,10.60,8.20,0.00,396.70,48.60,27.00,16.00,27.00,0.00,0.00,180.00,96.12,12.00,1.00,16.92,2.00,21.00,988.10,1004.90,969.90,1019.00
1495,1988,2,9.60,13.20,6.00,19.00,2.40,10.20,9.80,0.00,210.60,48.90,13.00,7.00,12.00,0.00,1.00,220.00,90.00,7.00,0.00,15.12,4.70,44.00,991.10,1001.60,977.90,1022.00
1495,1988,3,10.70,14.90,6.50,20.20,1.40,11.40,10.00,0.00,39.70,12.70,13.00,1.00,13.00,0.00,0.00,270.00,60.84,1.00,0.00,11.88,6.00,51.00,994.10,1003.90,981.10,1024.90
1495,1988,4,11.70,14.80,8.60,22.20,2.40,13.20,9.60,0.00,202.10,39.40,22.00,7.00,22.00,0.00,0.00,180.00,52.92,0.00,0.00,14.04,4.30,32.00,985.80,995.90,975.90,1016.20
1495,1988,5,13.80,17.10,10.50,25.00,7.80,13.80,13.80,0.00,149.10,28.80,21.00,4.00,21.00,0.00,0.00,90.00,63.00,3.00,0.00,15.12,6.20,42.00,985.20,996.10,972.20,1015.40
1495,1988,6,17.80,21.90,13.60,30.00,9.00,18.00,16.40,0.00,83.30,35.00,16.00,2.00,16.00,0.00,0.00,140.00,47.88,0.00,0.00,11.88,7.60,50.00,985.50,994.20,974.40,1015.30
1495,1988,7,18.10,22.20,14.10,28.80,11.20,18.00,16.60,0.00,119.70,31.00,13.00,5.00,13.00,0.00,0.00,250.00,47.88,0.00,0.00,15.12,9.00,60.00,990.10,995.50,975.40,1020.00
1495,1988,8,18.90,23.30,14.50,31.00,10.80,17.00,19.20,0.00,14.60,5.00,6.00,0.00,6.00,0.00,0.00,270.00,47.16,0.00,0.00,14.04,10.50,76.00,989.30,994.60,984.20,1019.00
1495,1988,9,19.40,24.70,14.00,36.00,10.20,21.40,16.60,0.00,13.80,13.50,2.00,1.00,2.00,0.00,0.00,210.00,54.00,0.00,0.00,14.04,8.90,71.00,991.80,998.70,981.60,1021.60
1495,1988,10,15.30,19.10,11.40,26.60,8.00,15.00,13.60,0.00,213.70,39.40,22.00,8.00,22.00,0.00,0.00,160.00,63.00,4.00,0.00,11.88,5.20,46.00,985.80,995.30,971.40,1015.80
1495,1988,11,13.60,17.20,10.00,22.00,4.00,16.00,11.20,0.00,136.30,69.60,11.00,3.00,11.00,0.00,0.00,180.00,63.00,1.00,0.00,7.92,5.20,53.00,988.30,998.40,975.50,1018.70
1495,1988,12,8.30,12.30,4.20,16.20,-1.60,10.60,8.80,3.00,22.60,15.50,4.00,1.00,4.00,0.00,0.00,270.00,52.92,0.00,0.00,9.00,5.90,64.00,999.00,1006.00,974.90,1030.30
1495,1989,1,9.00,13.20,4.80,16.60,0.00,8.40,9.60,1.00,69.00,47.10,8.00,1.00,8.00,0.00,0.00,140.00,75.96,3.00,0.00,7.92,5.60,59.00,999.90,1012.20,986.30,1031.20
1495,1989,2,10.40,14.50,6.30,20.60,3.40,10.80,8.40,0.00,188.30,39.30,11.00,8.00,10.00,0.00,1.00,290.00,93.96,6.00,2.00,11.16,4.80,46.00,993.70,1011.60,962.40,1024.60
1495,1989,3,11.50,15.50,7.50,22.00,3.00,11.40,11.40,0.00,104.70,27.60,12.00,3.00,12.00,0.00,0.00,250.00,73.08,3.00,0.00,12.96,6.10,51.00,990.00,1000.40,974.50,1020.60
1495,1989,4,10.40,14.10,6.70,19.60,1.80,10.60,9.20,0.00,189.40,37.40,26.00,7.00,26.00,0.00,0.00,270.00,93.96,8.00,1.00,15.12,4.80,36.00,984.20,999.20,967.60,1014.80
1495,1989,5,16.90,21.20,12.70,30.50,8.20,16.60,16.60,0.00,96.00,37.40,14.00,3.00,14.00,0.00,0.00,120.00,41.04,0.00,0.00,11.16,8.20,56.00,987.00,997.40,980.00,1016.90
1495,1989,6,18.60,23.40,13.90,30.60,9.20,18.20,17.00,0.00,47.00,20.00,5.00,2.00,5.00,0.00,0.00,270.00,56.16,1.00,0.00,12.96,10.10,66.00,988.70,993.30,984.60,1018.40
1495,1989,7,22.20,27.70,16.70,34.80,14.40,21.20,20.80,0.00,9.50,9.50,1.00,0.00,1.00,0.00,0.00,360.00,37.08,0.00,0.00,11.88,10.80,72.00,988.80,994.00,981.70,1018.20
1495,1989,8,21.00,25.70,16.30,36.60,12.40,19.60,21.40,0.00,21.00,18.60,4.00,1.00,5.00,0.00,0.00,360.00,42.84,0.00,0.00,11.88,8.80,63.00,986.70,993.30,978.80,1016.20
1495,1989,9,18.50,23.80,13.10,30.00,9.80,17.00,18.60,0.00,5.20,3.10,2.00,0.00,2.00,0.00,0.00,20.00,47.88,0.00,0.00,11.88,8.70,69.00,987.60,993.40,980.70,1017.40
1495,1989,10,17.70,22.30,13.10,29.00,9.20,16.20,15.40,0.00,160.90,48.20,10.00,7.00,10.00,0.00,0.00,250.00,57.96,2.00,0.00,11.16,5.70,51.00,989.40,998.40,973.40,1019.30
1495,1989,11,12.40,14.90,9.90,21.40,5.00,15.40,11.20,0.00,341.80,46.10,24.00,15.00,24.00,0.00,0.00,140.00,78.84,7.00,0.00,11.16,1.60,16.00,981.00,998.10,959.70,1011.20
1495,1989,12,12.50,14.60,10.40,18.00,5.00,15.00,11.00,0.00,354.60,62.90,23.00,11.00,23.00,0.00,0.00,200.00,120.96,12.00,2.00,15.12,1.40,15.00,979.80,997.40,958.10,1010.00
1495,1990,1,8.30,11.60,4.90,14.00,1.00,11.40,8.60,0.00,245.60,36.60,17.00,10.00,17.00,0.00,0.00,180.00,86.04,5.00,0.00,10.08,3.30,34.00,994.80,1007.00,968.20,1026.00
1495,1990,2,11.80,14.60,8.90,22.00,4.80,12.80,11.40,0.00,136.90,29.60,19.00,6.00,20.00,0.00,0.00,200.00,79.92,7.00,0.00,11.88,2.20,20.00,994.10,1002.60,979.40,1024.90
1495,1990,3,13.40,18.60,8.30,24.00,4.00,12.40,13.60,0.00,25.10,18.60,5.00,1.00,5.00,0.00,0.00,90.00,75.96,4.00,0.00,12.96,7.90,66.00,996.20,1005.70,979.00,1026.80
1495,1990,4,11.80,16.40,7.30,25.00,2.80,15.00,10.40,0.00,140.10,43.30,17.00,4.00,17.00,0.00,0.00,150.00,70.92,1.00,0.00,12.96,6.10,45.00,988.10,1004.50,964.00,1018.60
1495,1990,5,17.20,21.90,12.50,26.60,9.20,14.60,17.60,0.00,36.90,14.60,9.00,1.00,7.00,0.00,2.00,140.00,36.00,0.00,0.00,11.88,8.90,61.00,987.90,997.20,978.50,1017.90
1495,1990,6,17.30,21.80,12.70,31.00,10.00,17.60,16.60,0.00,27.70,12.80,10.00,1.00,11.00,0.00,0.00,270.00,47.16,0.00,0.00,11.88,8.20,54.00,988.00,995.60,981.60,1017.90
1495,1990,7,21.70,27.60,15.90,36.60,9.80,22.60,19.20,0.00,25.90,6.40,8.00,0.00,8.00,0.00,0.00,180.00,45.00,0.00,0.00,11.16,10.30,69.00,989.30,996.80,983.80,1018.80
1495,1990,8,21.00,26.70,15.30,34.40,11.80,20.80,21.40,0.00,12.80,6.50,4.00,0.00,5.00,0.00,0.00,120.00,46.08,0.00,0.00,12.96,10.00,72.00,989.80,995.10,984.20,1019.30
1495,1990,9,19.70,24.50,14.90,31.20,10.60,18.20,17.60,0.00,51.90,25.60,8.00,1.00,9.00,0.00,0.00,150.00,55.08,2.00,0.00,11.16,7.60,60.00,987.60,992.20,980.40,1017.20
1495,1990,10,14.50,17.90,11.10,23.60,7.60,15.40,13.60,0.00,428.40,78.90,21.00,13.00,21.00,0.00,0.00,150.00,73.08,4.00,0.00,11.88,4.30,38.00,983.90,996.20,969.40,1014.00
1495,1990,11,10.30,14.30,6.20,19.60,-0.20,13.40,8.00,1.00,140.70,39.70,16.00,4.00,16.00,0.00,0.00,320.00,60.12,1.00,0.00,6.84,4.50,46.00,988.80,1004.20,969.90,1019.50
1495,1990,12,7.50,11.20,3.70,17.00,-2.00,11.60,5.40,4.00,227.60,57.30,14.00,8.00,13.00,1.00,0.00,320.00,56.16,1.00,0.00,10.08,4.40,48.00,991.00,999.50,977.40,1022.10
1495,1991,1,7.90,11.40,4.40,15.00,-1.80,10.40,5.40,6.00,296.20,59.40,17.00,9.00,17.00,0.00,0.00,220.00,74.88,5.00,0.00,11.16,3.80,40.00,994.50,1002.50,983.50,1025.70
1495,1991,2,7.50,11.20,3.90,17.60,0.60,9.00,7.00,0.00,213.80,36.10,15.00,9.00,14.00,0.00,1.00,240.00,73.08,6.00,0.00,11.16,3.90,36.00,987.80,999.60,965.20,1018.80
1495,1991,3,10.40,14.20,6.70,22.00,2.00,11.20,9.00,0.00,197.50,31.70,20.00,10.00,19.00,0.00,1.00,230.00,83.16,5.00,0.00,12.96,4.10,34.00,982.20,1000.60,950.80,1012.70
1495,1991,4,11.80,16.40,7.10,23.20,4.00,11.20,10.60,0.00,63.40,18.40,13.00,1.00,13.00,0.00,0.00,360.00,65.88,1.00,0.00,12.96,7.10,53.00,988.90,997.00,977.10,1019.50
1495,1991,5,16.60,22.50,10.70,32.00,4.80,17.00,14.80,0.00,26.30,12.40,3.00,1.00,3.00,0.00,0.00,340.00,54.00,0.00,0.00,14.04,10.30,70.00,990.80,999.30,981.30,1020.80
1495,1991,6,16.70,21.70,11.70,32.20,9.00,17.40,15.20,0.00,62.40,25.30,8.00,2.00,8.00,0.00,0.00,260.00,74.16,1.00,0.00,12.96,10.00,66.00,990.40,996.70,979.80,1020.30
1495,1991,7,19.70,24.50,14.90,32.40,11.80,20.60,17.00,0.00,119.50,46.10,9.00,4.00,9.00,0.00,0.00,270.00,50.04,0.00,0.00,11.88,8.70,58.00,988.80,999.90,979.80,1018.40
1495,1991,8,21.00,26.10,15.80,35.20,11.00,18.60,18.40,0.00,63.90,20.10,7.00,2.00,7.00,0.00,0.00,90.00,50.04,0.00,0.00,11.88,9.80,70.00,988.50,994.10,982.00,1018.10
1495,1991,9,18.40,22.70,14.10,28.60,8.20,18.00,15.00,0.00,137.00,45.20,15.00,3.00,15.00,0.00,0.00,230.00,56.16,1.00,0.00,9.00,6.90,55.00,988.30,995.60,969.00,1018.10
1495,1991,10,13.00,17.10,8.90,25.60,5.00,13.20,13.00,0.00,155.20,28.60,16.00,6.00,16.00,0.00,0.00,20.00,39.96,0.00,0.00,7.92,5.20,46.00,987.70,998.80,970.80,1018.10
1495,1991,11,10.70,14.00,7.30,17.00,2.00,12.00,9.80,0.00,339.70,55.20,16.00,11.00,16.00,0.00,0.00,250.00,56.16,2.00,0.00,9.00,3.50,36.00,990.50,1003.60,975.00,1021.30
1495,1991,12,8.90,12.10,5.70,15.80,0.20,11.00,9.00,0.00,42.80,9.30,10.00,0.00,10.00,0.00,0.00,340.00,33.84,0.00,0.00,3.96,3.70,40.00,996.50,1008.90,980.70,1027.70
1495,1992,1,6.80,11.50,2.10,16.40,-1.80,6.60,6.40,6.00,69.40,36.10,6.00,2.00,6.00,0.00,0.00,290.00,56.88,1.00,0.00,6.84,5.90,62.00,995.70,1006.50,977.60,1027.10
1495,1992,2,9.50,14.60,4.50,17.60,0.00,9.40,10.20,1.00,58.40,36.20,5.00,2.00,5.00,0.00,0.00,210.00,57.96,1.00,0.00,7.92,6.30,59.00,995.20,1002.80,982.60,1026.30
1495,1992,3,10.90,16.00,5.90,26.00,2.40,10.20,9.00,0.00,83.20,29.20,11.00,3.00,9.00,0.00,2.00,270.00,72.00,5.00,0.00,11.16,6.30,52.00,993.10,1004.80,961.00,1023.90
1495,1992,4,12.70,17.10,8.20,26.40,5.20,13.00,9.00,0.00,89.10,25.50,8.00,4.00,8.00,0.00,0.00,250.00,57.96,2.00,0.00,12.96,7.70,57.00,988.80,1006.50,962.80,1019.30
1495,1992,5,16.40,21.40,11.40,32.00,4.80,19.00,15.80,0.00,96.10,21.20,14.00,5.00,14.00,0.00,0.00,360.00,57.96,3.00,0.00,11.88,7.80,53.00,987.20,996.60,975.00,1017.20
1495,1992,6,16.20,20.70,11.70,29.00,7.80,16.80,13.60,0.00,104.20,24.80,14.00,3.00,14.00,0.00,0.00,40.00,65.16,1.00,0.00,11.16,6.90,46.00,987.10,992.20,980.20,1017.10
1495,1992,7,20.00,25.10,14.80,34.20,9.00,19.00,19.40,0.00,3.50,2.80,3.00,0.00,3.00,0.00,0.00,310.00,48.96,0.00,0.00,11.16,10.80,73.00,989.70,995.20,983.60,1019.30
1495,1992,8,18.90,23.10,14.60,31.00,11.20,17.80,17.00,0.00,132.50,72.40,13.00,4.00,14.00,0.00,0.00,270.00,65.16,3.00,0.00,11.88,8.20,58.00,988.50,998.40,980.00,1018.20
1495,1992,9,16.40,20.50,12.30,29.50,9.40,18.00,13.60,0.00,149.70,94.10,11.00,2.00,11.00,0.00,0.00,180.00,51.84,0.00,0.00,9.00,7.20,58.00,990.10,998.80,974.20,1020.20
1495,1992,10,12.70,16.10,9.20,21.80,3.80,13.80,12.20,0.00,151.50,33.50,14.00,6.00,14.00,0.00,0.00,220.00,57.96,1.00,0.00,10.08,5.20,47.00,986.20,998.90,966.90,1016.60
1495,1992,11,12.60,15.50,9.70,22.00,3.00,13.40,11.00,0.00,149.40,23.60,20.00,5.00,20.00,0.00,0.00,310.00,57.96,1.00,0.00,7.92,2.50,25.00,994.60,1002.00,982.00,1025.20
1495,1992,12,9.20,12.20,6.30,15.80,1.20,11.00,8.00,0.00,223.00,56.90,14.00,6.00,14.00,0.00,0.00,250.00,75.96,10.00,0.00,10.08,3.40,38.00,988.70,997.90,970.00,1019.60
1495,1993,1,9.20,12.60,5.80,16.00,-1.00,13.00,5.80,2.00,89.10,33.30,9.00,3.00,9.00,0.00,0.00,200.00,68.04,2.00,0.00,7.92,4.20,44.00,997.60,1005.90,978.20,1028.80
1495,1993,2,10.10,15.00,5.10,18.60,1.20,10.00,7.00,0.00,10.20,3.60,6.00,0.00,6.00,0.00,0.00,340.00,68.04,1.00,0.00,7.92,7.40,70.00,994.50,1003.40,983.20,1025.40
1495,1993,3,11.40,15.70,7.00,23.80,-2.00,13.00,7.00,1.00,58.90,18.00,11.00,2.00,11.00,0.00,0.00,140.00,60.84,2.00,0.00,9.00,6.30,53.00,989.10,1000.90,976.40,1019.80
1495,1993,4,11.10,14.80,7.30,21.60,4.00,11.00,9.40,0.00,196.30,32.80,21.00,9.00,21.00,0.00,0.00,160.00,59.04,3.00,0.00,11.16,5.70,43.00,984.70,998.30,959.90,1015.30
1495,1993,5,13.70,17.30,10.10,23.60,5.80,14.00,11.60,0.00,269.80,33.50,24.00,14.00,24.00,0.00,0.00,130.00,84.96,1.00,0.00,11.16,4.60,31.00,983.00,994.60,973.00,1013.20
1495,1993,6,18.20,22.60,13.80,32.00,10.00,17.60,16.40,0.00,92.90,18.80,11.00,5.00,11.00,0.00,0.00,70.00,60.84,1.00,0.00,10.08,8.40,55.00,988.50,998.00,982.00,1018.30
1495,1993,7,19.80,25.40,14.20,34.00,9.20,18.00,18.80,0.00,0.80,0.50,2.00,0.00,2.00,0.00,0.00,360.00,43.92,0.00,0.00,11.88,11.60,78.00,990.80,995.50,983.20,1020.40
1495,1993,8,20.00,25.30,14.70,33.20,11.00,21.00,20.00,0.00,9.40,6.80,6.00,0.00,6.00,0.00,0.00,290.00,50.04,0.00,0.00,11.88,9.90,71.00,988.50,993.70,982.90,1018.10
1495,1993,9,15.60,19.00,12.20,30.80,7.00,18.20,15.00,0.00,201.90,77.60,19.00,6.00,19.00,0.00,0.00,250.00,60.84,3.00,0.00,11.16,5.10,41.00,986.40,995.40,975.80,1016.40
1495,1993,10,12.70,16.20,9.20,20.20,5.20,13.80,12.00,0.00,338.20,42.40,17.00,13.00,17.00,0.00,0.00,140.00,72.00,5.00,0.00,11.16,4.30,39.00,982.80,996.90,962.60,1013.00
1495,1993,11,10.10,13.60,6.60,18.20,0.00,13.20,8.40,1.00,202.20,56.80,16.00,5.00,16.00,0.00,0.00,130.00,63.00,2.00,0.00,9.00,3.80,39.00,987.60,997.10,963.10,1018.30
1495,1993,12,9.70,11.90,7.50,15.00,2.60,11.40,8.40,0.00,246.60,27.10,27.00,12.00,27.00,0.00,0.00,290.00,50.04,0.00,0.00,7.92,1.40,15.00,995.60,1003.80,985.10,1026.60
1495,1994,1,8.80,11.90,5.70,17.40,1.00,11.20,7.00,0.00,346.90,66.40,19.00,11.00,18.00,0.00,1.00,220.00,75.96,6.00,0.00,10.08,3.50,36.00,993.60,1007.80,961.00,1024.70
1495,1994,2,7.90,11.20,4.60,15.20,-0.80,10.00,2.00,3.00,256.30,58.10,22.00,11.00,20.00,0.00,2.00,180.00,96.84,7.00,1.00,11.16,3.20,30.00,986.30,1004.30,969.80,1017.20
1495,1994,3,12.40,16.80,8.10,22.20,4.20,10.60,10.20,0.00,25.90,7.80,7.00,0.00,7.00,0.00,0.00,250.00,45.00,0.00,0.00,9.00,6.50,54.00,994.00,1003.50,987.00,1024.60
1495,1994,4,11.60,16.10,7.20,29.40,3.00,15.20,12.00,0.00,115.00,31.00,13.00,5.00,13.00,0.00,0.00,140.00,60.84,1.00,0.00,11.88,7.90,59.00,990.10,1004.20,969.30,1020.70
1495,1994,5,13.20,16.50,9.80,26.80,7.00,14.00,12.80,0.00,280.40,62.00,19.00,11.00,19.00,0.00,0.00,260.00,57.96,1.00,0.00,11.88,6.30,43.00,983.70,996.20,966.60,1013.90
1495,1994,6,18.70,23.70,13.70,32.80,9.60,18.40,16.40,0.00,24.50,9.40,7.00,0.00,7.00,0.00,0.00,250.00,57.96,1.00,0.00,11.88,10.70,70.00,990.80,997.90,984.70,1020.60
1495,1994,7,18.60,23.00,14.30,31.60,11.20,16.60,19.60,0.00,12.00,5.30,6.00,0.00,6.00,0.00,0.00,290.00,39.96,0.00,0.00,11.16,9.90,66.00,988.90,995.20,983.00,1018.60
1495,1994,8,19.00,23.20,14.70,28.20,10.60,18.00,18.60,0.00,66.50,36.70,8.00,2.00,8.00,0.00,0.00,250.00,51.12,0.00,0.00,10.08,8.20,59.00,987.90,994.70,976.70,1017.60
1495,1994,9,16.00,20.10,11.90,26.00,7.00,16.20,15.60,0.00,149.10,26.40,16.00,7.00,16.00,0.00,0.00,290.00,51.84,0.00,0.00,9.00,6.50,52.00,988.90,997.00,980.30,1019.00
1495,1994,10,15.20,18.50,11.90,25.20,7.80,16.00,14.80,0.00,224.90,33.60,18.00,8.00,18.00,0.00,0.00,230.00,59.04,1.00,0.00,6.84,3.80,34.00,986.60,995.30,973.80,1016.70
1495,1994,11,12.50,16.10,8.90,19.50,5.20,13.80,13.00,0.00,236.90,68.70,11.00,8.00,10.00,0.00,1.00,180.00,57.96,1.00,0.00,7.92,4.40,45.00,989.80,1000.50,972.00,1020.40
1495,1994,12,10.30,12.90,7.60,19.00,-0.40,14.20,7.00,2.00,223.40,37.70,17.00,7.00,17.00,0.00,0.00,220.00,63.00,2.00,0.00,10.08,2.40,26.00,995.20,1004.80,977.40,1026.20
1495,1995,1,9.20,12.20,6.20,17.00,0.80,11.00,6.00,0.00,252.20,47.30,18.00,12.00,18.00,0.00,0.00,210.00,70.92,3.00,0.00,10.08,3.10,33.00,996.70,1010.00,976.00,1027.80
1495,1995,2,9.90,13.30,6.40,17.00,1.00,11.00,7.20,0.00,261.70,55.70,19.00,10.00,19.00,0.00,0.00,330.00,63.00,3.00,0.00,10.08,3.70,35.00,993.70,1003.30,976.80,1024.60
1495,1995,3,12.00,16.30,7.70,23.00,2.00,11.60,9.00,0.00,168.40,56.90,10.00,5.00,10.00,0.00,0.00,220.00,51.84,0.00,0.00,10.08,6.60,54.00,990.90,999.30,971.40,1021.50
1495,1995,4,14.10,19.70,8.50,28.00,0.20,14.80,8.60,0.00,54.90,15.60,9.00,2.00,8.00,1.00,0.00,90.00,47.16,0.00,0.00,11.16,9.30,70.00,987.30,1000.40,972.00,1017.50
1495,1995,5,15.80,20.10,11.50,28.90,5.60,16.60,13.20,0.00,193.80,65.90,16.00,4.00,16.00,0.00,0.00,90.00,57.96,2.00,0.00,11.16,7.50,51.00,988.30,996.20,975.90,1018.30
1495,1995,6,18.30,23.90,12.60,30.40,9.40,18.00,18.60,0.00,7.50,6.40,3.00,0.00,3.00,0.00,0.00,120.00,56.88,1.00,0.00,11.16,10.30,67.00,986.70,994.80,979.90,1016.40
1495,1995,7,20.00,24.60,15.40,35.20,10.70,20.00,17.80,0.00,77.20,14.30,15.00,2.00,15.00,0.00,0.00,240.00,41.04,0.00,0.00,10.08,7.70,52.00,987.40,992.50,979.00,1016.90
1495,1995,8,21.70,27.20,16.10,33.50,12.50,19.20,19.50,0.00,20.30,9.50,4.00,0.00,4.00,0.00,0.00,20.00,42.12,0.00,0.00,10.08,9.90,71.00,988.10,996.00,981.00,1017.50
1495,1995,9,16.80,20.70,12.80,29.20,10.00,17.00,16.20,0.00,121.50,41.20,15.00,3.00,15.00,0.00,0.00,270.00,50.04,0.00,0.00,11.16,5.60,45.00,988.90,997.50,975.10,1018.90
